ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
6010,25,6/14/2022,İdari&Diğer,8.5,İdari,Diğer,2022 Mayıs Ayı Gelir Bütçesinin Hazırlanması&Sektör Toplantıları (Risk Bazlı Denetim Planı Revize)
6442,5,6/28/2022,Elazığ Araç Arıza Masrafı İle İlgili İddialar,1,İnceleme,Toplantı (Şirket Yöneticileri),Samet Yavuz Hüseyin Güneş ile
1582,30,2/11/2022,Satışlarda Yapılan İndirimler ve Maliyet Altı Satışlar,2,Diğer,Telefon&Mail Trafiği,Gelen maillerin değerlendirilmesi / M.Bal
6642,30,7/11/2022,İdari-Resmi Tatil,8.5,İdari,Diğer,Kurban Bayramı Tatili
1648,26,2/11/2022,Diğer,1,Diğer,Diğer Kişisel İşler,"Mola, WC, ve diğer."
1199,29,2/2/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Kasa Kontrol Süreci
3390,9,3/23/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,Rapor Yazımı,Risk Kontrol Matrisinin Doldurulması,Doğalgaz sektörü teknik denetimi kapsamında RKM hazırlanması
3488,8,3/24/2022,Faturalandırma Denetimi (Jeneratör),3.5,Rapor Yazımı,Taslak Rapor Yazımı,Sevinç'ten gelen rapor revizeleri
7907,27,8/8/2022,Verilen Teminat Mektupları Denetimi,4,İnceleme,Merkez'den Denetim,Sistemde takip edilen verilen teminat mektupları listeleri ile bankala listelerinin karşılıklı olarak kontrol edilmesi ve sistemde doğru bir takip kontrol mekanizmasının sağlanması
5021,5,5/16/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",0.5,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
12704,11,3/9/2023,Hukuk Operasyonları Süreci Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
2226,13,2/25/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2.5,İnceleme,Merkez'den Denetim,Hukuka Sevk ve İcra Süreçleri
2264,8,2/28/2022,Kâr Marjı Düşük Satışların İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
5639,1,5/31/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,2.5,İnceleme,Merkez'den Denetim,Stok Giriş Çıkış İşlemleri
6991,13,7/19/2022,Yıllık İzin,8.5,İdari,Diğer,Yıllık İzin Kullanımı
3993,25,4/6/2022,İdari İşler Süreç Denetimi,2,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapor Yazımı
6858,13,7/15/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
4893,26,5/11/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,1,Rapor Yazımı,Taslak Rapor Değerlendirme,Bolu Göynük santral raporu hakkında yapılan revizeler üzerine Samet Yavuz & Pelin Sezer ile toplantı
164,14,1/3/2022,MAILLERIN OKUNMASI VE CEVAPLANMASI,1,Diğer,Telefon&Mail Trafiği,MAILLERIN OKUNMASI VE CEVAPLANMASI
13119,15,4/7/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,İnceleme,Merkez'den Denetim,malzeme ve stok yönetimi birimlerine ilişkin IT departmanından alınan yetkiler tabloları incelenmiştir.
12154,3,2/24/2023,İdari,1,İdari,Diğer,Alper Bey ile görüşme
9530,11,10/24/2022,Mola,1,Diğer,Diğer Kişisel İşler,Mola
2862,3,3/11/2022,Ordu-Giresun Doğal Gaz Dağıtım A.Ş.,4,Ön Hazırlık,Data Temini&Data Hazırlama,Abys ve Sap'den veri çekme
11967,6,2/8/2023,CRM ve ISU Yetkilendirme Süreci,8.5,İnceleme,Merkez'den Denetim,Personel olmayan kişilerde yetki olup olmadığının kontrolü
12682,29,3/22/2023,Sağlık raporu,8.5,İdari,Diğer,Sağlık raporu
11219,15,1/9/2023,Enerji Ticaret Süreçleri Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,dengesizlik faturalarının alt detay kontrolü
8195,2,9/1/2022,mola,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme vb.
6087,29,6/15/2022,Ek Güvence Bedeli İncelemesi,8.5,İnceleme,Merkez'den Denetim,nakit güvence bedellerinin güncellenmesi
14375,14,6/20/2023,Holding Teknik Satınalma Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Holding Teknik Satınalma Denetimi
8863,2,9/23/2022,mola,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme vb.
11532,3,1/24/2023,CRM ve ISU Yetkilendirme Süreci,2.5,Ön Hazırlık,Data Temini&Data Hazırlama,Data temini
15065,3,7/25/2023,Güvence Bedeli Alım ve İade Süreci Denetimi,4,İnceleme,Merkez'den Denetim,Teminat mektubu
9050,6,10/3/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
1879,26,2/17/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,Evren Koraltürk ve Hakan Ekşioğlu'ndan hazırlanan belgelerin temin edilmesi
8508,18,9/16/2022,Özbekistan Santral Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Özbekistan Santral Denetimi Taslak Rapor Yazımı + Mola
3196,12,3/18/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,6.5,İnceleme,Toplantı (Ekip İçi),Lojistik Müdürü'ne tüm tüm iddialar hakkındaki sorular e-mail ile gönderildi
3479,12,3/24/2022,EDAŞ - Elazığ Taşınan Sayaçların İncelenmesi,1,İnceleme,Toplantı (Ekip İçi),Aranan aboneler hakkında görüşüldü
3213,30,3/18/2022,Tahsilat Denetimi (Jeneratör),2,İnceleme,Çalışma Kağıtlarının Kontrolü,A.Hayran ile peşinat ve teminat süreci çalışmalarının kontrolü gerçekleştirildi
6997,29,7/21/2022,Acfe eğitimi,8.5,İdari,Diğer,Acfe eğitimi
12237,21,3/2/2023,EDAŞ-Planlı Bakım Denetimi,1,BTS Sistem Girişi,Sisteme Bulgu Girişi,Bulgu girişi yapılması
601,9,1/18/2022,Holding İSG Denetimi,1,Rapor Yazımı,Nihai Raporun Oluşturulması,İSG Denetimiyle ilgili sektör ile mutabakat çalışması
4445,9,4/19/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,Ön Hazırlık,Doküman Tarama,Bölgelerden gelen doğalgaz yatırım sözleşme ve eklerinin incelenmesi
11995,11,2/8/2023,Hukuk Operasyonları Süreci Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
8413,21,9/9/2022,Cookshop Şirket Denetimi,1,İnceleme,Çalışma Kağıtlarının Kontrolü,Telefon ve mailleşme
12996,14,4/5/2023,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,iNCELEME RAPORU
7401,30,8/4/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Garanti departmanı ile süreçler görüşüldü
2006,13,2/22/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Çalışma Kağıtlarının Kontrolü,Kasa Süreci ÇK. Kontrolü
12875,12,3/15/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,rapor kontrol edildi
6251,30,6/21/2022,İdari,4,İdari,Diğer,DENETİM DİREKTÖRLÜĞÜ REKABET EĞİTİMİ
8705,27,9/21/2022,Kur Farkı Zararları Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer (Sigara, wc, gazete okuma, vb.)"
8620,26,9/15/2022,Özbekistan Santral Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Denetimle ilgili çalışma kağıtlarının hazırlanması çalışmaları
2764,29,3/10/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,Rapor Yazımı,Taslak Rapor Değerlendirme,taslak rapor değerlendirme
839,13,1/25/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Toplantı (Şirket Yöneticileri),"Sigorta Poliçe İncelemesi, SAP Raporları, Bildirimler"
12418,30,2/24/2023,Diğer,2,Diğer,Diğer Kişisel İşler,Yesa kahvaltı organizasyonu
1781,12,2/15/2022,İdari,2,İdari,Diğer,Aday mülakatları gerçekleştirildi
12056,3,2/15/2023,CRM ve ISU Yetkilendirme Süreci,4,İnceleme,Merkez'den Denetim,Rollerin incelenmesi
12935,25,3/31/2023,Holding ve bağlı şirketlerinde gider kalemlerinin incelenmesi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Denetim Çalışmalar
1167,9,2/2/2022,Sivas-Bandırma-Çukurova-Karadeniz bölgeleri ile RMS raporunun son haline getirilmesi,3,Diğer,Ortak Alan Çalışması,Sivas-Bandırma-Çukurova-Karadeniz bölgeleri ile RMS raporunun son haline getirilmesi
8459,8,9/8/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,8,İnceleme,Merkez'den Denetim,Verilerin incelenmesi ve excele işlenmesi
5181,6,5/23/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",3,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
6938,9,7/19/2022,Diğer-Telefon&Mail Trafiği+ Time Report Girişi,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği+ Time Report Girişi
10668,5,12/12/2022,EDAŞ-Planlı Bakım Denetimi,5,İnceleme,Merkez'den Denetim,"CBS raporları üzerinden pano, hat, direk planlı bakımları incelenmiştir"
3463,2,3/24/2022,EDAŞ - Elazığ Taşınan Sayaçların İncelenmesi,1.5,İnceleme,Merkez'den Denetim,elazığ aboneler arandı
2439,1,3/3/2022,Tahsilat Denetimi (Jeneratör),3.5,İnceleme,Merkez'den Denetim,Peşinat/Teminat Süreci
682,3,1/20/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının Hazırlanması
5423,8,5/26/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
3846,30,4/1/2022,Çerkezköy Fabrika Stok Sayımı ve Sayım Sonuçlarının Değerlendirilmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
5992,29,6/13/2022,Ek Güvence Bedeli İncelemesi,8.5,İnceleme,Merkez'den Denetim,nakit güvence bedellerinin güncellenmesi
10960,11,12/21/2022,Enerji Ticaret Süreçleri Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,PTF ve STF karşılaştırmaları için çalışmalara devam edilmiştir. İlgili departman ile görüşmeler yapılıp çalışma ona göre şekillenmektedir.
810,9,1/24/2022,Enerji Sektörü Denetimi,6,Ön Hazırlık,Doküman Tarama,Enerji denetimiyle ilgili genel çalışma
1864,9,2/17/2022,Enerji Sektörü Denetimi,0.5,Ön Hazırlık,Toplantı (Ekip İçi),"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
9540,6,10/24/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",1,İdari,Diğer,"Diğer (Sigara, wc, gazete okuma, vb.)"
4529,25,4/20/2022,İdari&Diğer,7.5,İdari,İdari-Diğer,QAR
8544,14,9/12/2022,Özbekistan Santral Denetimi,12.5,Rapor Yazımı,Taslak Rapor Yazımı,Özbekistan Santral Teknik Denetimi
1518,14,2/10/2022,KIBRIS SANTRAL EVRAK İNCELEME,3,Diğer,Sektörel Analiz Çalışmalarının Yapılması,KIBRIS SANTRAL EVRAK İNCELEME
10028,6,11/10/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",1,İdari,Diğer,"Diğer (Sigara, wc, gazete okuma, vb.)"
11998,8,2/10/2023,Ofis Taşınması Kapsamında Eşyaların Toparlanması,2.5,İdari,Diğer,Ofis Taşınması Kapsamında Eşyaların Toparlanması
11551,5,1/24/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,6,İnceleme,Çalışma Kağıtlarının Hazırlanması,Sayaç yerinde yok ve kaçak iş emirleri incelenmiş gerekli görüşmeler yapılmıştır
2530,25,3/4/2022,Mola,1,Diğer,Diğer Kişisel İşler,Mola
8611,27,9/19/2022,Verilen Teminat Mektupları Denetimi,8,İnceleme,Merkez'den Denetim,Sistemde takip edilen verilen teminat mektupları listeleri ile banka listelerinin karşılıklı olarak kontrol edilmesi ve sistemde doğru bir takip kontrol mekanizmasının sağlanması
769,14,1/21/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
13233,6,4/17/2023,Bayram Tatili,8.5,İdari,Diğer,Bayram Tatili
13569,11,5/5/2023,Stok Yönetimi ve Hurda Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
1316,3,2/4/2022,Diğer,1,Diğer,Diğer Kişisel İşler,Detay yoktur.
12663,30,3/15/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışma kağıtlarının kontrolü ve değerlendirilmesi
12300,27,2/21/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,İnceleme,Merkez'den Denetim,Şirketlerin vergi hesaplama süreçlerinde yararlandığı veya yararlanabileceği güncel teşviklerin kontrolü
11026,5,12/28/2022,EDAŞ-Planlı Bakım Denetimi,4.5,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor yazımı
2362,3,3/1/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Güvence Bedeli Alım Süreci İnceleme
7100,21,7/25/2022,Cookshop Şirket Denetimi,3,İnceleme,Merkez'den Denetim,Oryantasyon dokümanlarının kontrol edilmesi
14405,25,6/23/2023,İdari&Diğer,8.5,İdari,Diğer,Yıllık İzin
8963,2,9/28/2022,Bingöl Merkez Arıza Çalışanları Hakkındaki İddialar,4,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor yazımı
3506,14,3/25/2022,Timesheet girişi,0.5,Diğer,Ortak Alan Çalışması,Timesheet girişi
1151,26,2/1/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,4,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,RKM'deki zorunlu alanların doldurulması ve zaman planlamasının yapılması
14951,2,7/27/2023,Malzeme ve Depo Yönetim Süreci Denetimi,4,Ön Hazırlık,Toplantı (Şirket Yöneticileri),toplantı süveyde hanım-stok işleyiş süreci
6092,30,6/14/2022,İdari,1,İdari,Diğer,tamamlanan raporların düzenlenmesi
6337,1,6/23/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,4,Ön Hazırlık,Süreç Haritalandırma (Walkthrough),Üretim Planlama ve Malzeme Tedarik Sürecinin İş akışının oluşturulması
12090,1,2/17/2023,Stok ve Güvenlik Süreçleri,4,İnceleme,Çalışma Kağıtlarının Kontrolü,Fiziksel Güvenlik süreçleri çalışma kağıtları kontrol edilip gerekli düzenlemeler yapıldı.
8992,8,9/30/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
12112,27,2/20/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,İnceleme,Merkez'den Denetim,Vergi hesaplama süreçlerinde izlenen yol haritasının incelenmesi ve süreçlerin etkin ve efektif hale getirilmesi
6613,12,7/4/2022,EDAŞ Şirketleri Yüklenici Depoları Malzeme Yönetimi,5.5,İnceleme,Toplantı (Ekip İçi),Hesaplamalar kontrol edilerek birim yöneticileri ile görüşüldü
8354,14,9/6/2022,Cookshop Şirket Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Cookshop Yatırımları Denetimi
11594,29,1/26/2023,Stok Takip Denetimi,8.5,İnceleme,Sahada Denetim,Ankara stok sayımı
13997,12,5/17/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Denetimin güncel durumu üzerinden görüşüldü.
2322,1,3/1/2022,Tahsilat Denetimi (Jeneratör),0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
13005,25,4/14/2023,Holding ve bağlı şirketlerinde gider kalemlerinin incelenmesi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gider Denetimi Çalışmaları
7365,8,8/3/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,8.5,İnceleme,Toplantı (Şirket Yöneticileri),"Saha denetimi sırasında iş birimi  yöneticileri ile çalışmaların değerlendirilmesi, raporların çekilmesi ve yorumlanması"
12862,8,3/14/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,2,İnceleme,Merkez'den Denetim,"Faturalama Süreci
(Yurtiçi & Yurtdışı Satışlar)"
5653,2,5/31/2022,EDAŞ - Tunceli İddialar,1.5,İnceleme,Çalışma Kağıtlarının Kontrolü,çkların kontrolü
96,3,1/5/2022,Diğer,1,Diğer,Diğer Kişisel İşler,Detay yoktur.
15070,11,7/25/2023,Lojistik Operasyonları Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
6263,9,6/22/2022,BOLU GÖYNÜK TERMİK SANTRAL HAKEDİŞ SÜREÇLERİ TEKNİK DENETİMİ,4.5,Ön Hazırlık,Doküman Tarama,Bolu Göynük Santral sözleşme ve şartname inceleme + mola
12291,8,2/28/2023,Stok ve Güvenlik Süreçleri,2.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Nihai raporun oluşturulması
12178,21,2/28/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,1.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının kontrol edilmesi
13625,9,5/10/2023,Danışmanlık işleriyle ilgili çalışma,3,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Danışmanlık işleriyle ilgili çalışma
10184,11,11/18/2022,Enerji Ticaret Süreçleri Denetimi,3,Ön Hazırlık,Doküman Tarama,EPİAŞ şeffaflık ve TPYS sistemleri incelenmiştir. Veriler edinilmiştir. Üzerlerinden kontrol noktaları belirlenecektir.
6484,5,6/29/2022,EDAŞ Şirketleri Yüklenici Depoları Malzeme Yönetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Çalışma kağıtları, RKM hazırlanmıştır. Ek olarak yarım saat mola verilmiştir."
12089,1,2/16/2023,Antalya İddialarının İncelenmesi ve Stok Sayımı,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
5382,13,5/25/2022,Ek Güvence Bedeli İncelemesi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Ek Güvence Bedeli İncelemesi
7682,1,8/17/2022,Bulgu Takip Sistemine DPA'ların girilmesi ve kontrolü,1,Diğer,Ortak Alan Çalışması,Bulgu Takip Sistemine DPA'ların girilmesi ve kontrolü
13111,18,4/11/2023,MTA Bağlantı Görüşü ve Stok Farkları,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Bağlantı görüşü ve stok farkları iddialarına yönelik taslak rapor yazımı
3734,13,3/30/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,4.5,Rapor Yazımı,Taslak Rapor Yazımı,Çanakkalegaz Talak Rapor Yazımı
9843,26,11/2/2022,IEC Çalışmaları,2.5,İdari,Diğer,teminat raporu son güncellemeler
7825,13,8/22/2022,Kaçak Gaz Kullanımı İncelemesi-Adana/Mersin,4.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapor Kontrolü
1669,3,2/14/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,3,Ön Hazırlık,Data Temini&Data Hazırlama,Abys ve Sap'den veri çekme
7158,15,7/27/2022,Sözleşme Süreci ve Fatura Onay Mekanizması,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
6240,8,6/22/2022,Faturalandırma Denetimi (Jeneratör),1,BTS Sistem Girişi,Sisteme Bulgu Girişi,BTS sistem girişlerinin incelenmesi
1947,9,2/21/2022,Enerji Sektörü Denetimi,0.5,İnceleme,Toplantı (Şirket Yöneticileri),Kıbrıs Enerji Santrali Müdür Yardımcısı Mustafa Gündeğer ile toplantı
6299,2,6/22/2022,Çoruh EPSAŞ- Rize İl Müdürü Hakkında İddialar,8.5,İnceleme,Sahada Denetim,inceleme soruşturma saha çalışması
10048,14,11/9/2022,AKSA Çanakkale Doğalgaz Dağıtım A.Ş. Yatırım Süreçleri Teknik İnceleme ve Soruşturması,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,AKSA Çanakkale Doğalgaz Dağıtım A.Ş. Yatırım Süreçleri Teknik İnceleme ve Soruşturması
5497,13,5/27/2022,Ek Güvence Bedeli İncelemesi,8.5,İnceleme,Merkez'den Denetim,Teminat Mektubu Ç.K. Hazırlama
14109,18,5/31/2023,EDAŞ Saha Operasyonları İSG Süreçleri Denetimi,8.5,Ön Hazırlık,Toplantı (Şirket Yöneticileri),İSG denetimi bölge açılış toplantısı ve saha denetimleri (Elazığ-Malatya)
2876,16,3/11/2022,Mola,1,İdari,Diğer,Mola
10075,15,11/14/2022,Ödemeler Süreç Denetim-Tüm Sektörler,3.5,Rapor Yazımı,Risk Kontrol Matrisinin Doldurulması,risk kontrol matrisinin düzenlenmesi ve çalışma kağıt hazırlığı
11154,25,1/4/2023,İdari&Diğer,8.5,İdari,İdari-Diğer,Kurumsal Yönetişim Projesi Çalışmaları YK Sunum
13723,18,5/16/2023,Çoruh ve Fırat Ara Hakediş Uygulama Talimatına Uyum Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Dokümanların incelenmesi
12595,27,3/22/2023,Gider Denetimi Hazırlık Çalışmaları,8.5,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Gider Denetimi Hazırlık Çalışmaları
9085,15,10/4/2022,Sözleşme Süreç Yönetimi Denetimi - Tüm Sektörler,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
10023,9,11/11/2022,AKSA Çanakkale Doğalgaz Dağıtım A.Ş. Yatırım Süreçleri Teknik İnceleme ve Soruşturması,4.5,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Aksa Çanakkale Doğalgaz Dağıtım A.Ş teknik denetimi kapsamında RKM lerin hazırlanması + mola
14748,11,7/7/2023,Lojistik Operasyonları Süreci Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gelen veriler üzerinden çalışma kağıtları hazırlanmakta ve sorular sorulmaktadır.
860,8,1/25/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
4386,30,4/15/2022,İdari,8.5,İdari,Diğer,Rapor sunumunun hazırlanması + Gözen Hanım ile değerlendirilmesi
13103,29,4/13/2023,Kayseri Otel Sayım,7.5,İnceleme,Sahada Denetim,Maddi duran varlıklar ve stoklardan örneklem seçilerek sayımlarının yapılması
2296,2,2/28/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,1,Rapor Yazımı,Taslak Rapor Değerlendirme,raporun üstünden geçildi Ece'ye iletildi
6268,12,6/22/2022,Çoruh EPSAŞ- Rize İl Müdürü Hakkında İddialar,2,İnceleme,Toplantı (Ekip İçi),Soruşturma kapsamı konuşuldu
13971,3,6/5/2023,Gaz Açma ve Kapama Operasyonları Denetimi,2,İnceleme,Toplantı (Şirket Yöneticileri),Bölge personeli ile görüşmeler
9938,5,11/7/2022,Ödemeler Süreç Denetim-Tüm Sektörler,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mükerrer ödemeler kontrol edilmiştir
